airline,source_airport,departure_airport_name,departure_city,departure_country,dest_airport,arrival_airport_name,arrival_city,arrival_country,equipment
3S,DOM,Douglas-Charles Airport,Dominica,Dominica,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,AT5
3S,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,CAY,Cayenne-Rochambeau Airport,Cayenne,French Guiana,320
3S,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,AT5 320
3S,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,AT5
3S,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,SLU,George F. L. Charles Airport,Castries,Saint Lucia,AT5
3S,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,ANU,V.C. Bird International Airport,Antigua,Antigua and Barbuda,AT5
3S,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,DOM,Douglas-Charles Airport,Dominica,Dominica,AT5
3S,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,AT5 320
3S,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,SBH,Gustaf III Airport,Gustavia,France,DHT
3S,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,AT5
3S,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,AT5
3S,SBH,Gustaf III Airport,Gustavia,France,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,DHT
3S,SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,AT5
3S,SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,AT5
3S,SLU,George F. L. Charles Airport,Castries,Saint Lucia,FDF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,AT5
3S,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,DOM,Douglas-Charles Airport,Dominica,Dominica,AT5
3S,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,PTP,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,AT5
3S,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,AT5
3U,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,SPN,Saipan International Airport,Saipan,Northern Mariana Islands,330
3U,CKG,Chongqing Jiangbei International Airport,Chongqing,China,HKT,Phuket International Airport,Phuket,Thailand,321
3U,CKG,Chongqing Jiangbei International Airport,Chongqing,China,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,330
3U,CKG,Chongqing Jiangbei International Airport,Chongqing,China,TSA,Taipei Songshan Airport,Taipei,Taiwan,320
3U,CTU,Chengdu Shuangliu International Airport,Chengdu,China,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,320
3U,CTU,Chengdu Shuangliu International Airport,Chengdu,China,HKT,Phuket International Airport,Phuket,Thailand,321
3U,CTU,Chengdu Shuangliu International Airport,Chengdu,China,ICN,Incheon International Airport,Seoul,South Korea,321
3U,CTU,Chengdu Shuangliu International Airport,Chengdu,China,MEL,Melbourne International Airport,Melbourne,Australia,330
3U,CTU,Chengdu Shuangliu International Airport,Chengdu,China,TSA,Taipei Songshan Airport,Taipei,Taiwan,320
3U,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,CTU,Chengdu Shuangliu International Airport,Chengdu,China,320
3U,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,YIH,Yichang Sanxia Airport,Yichang,China,320
3U,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,ZHA,Zhanjiang Airport,Zhanjiang,China,319
3U,HKT,Phuket International Airport,Phuket,Thailand,CKG,Chongqing Jiangbei International Airport,Chongqing,China,321
3U,HKT,Phuket International Airport,Phuket,Thailand,CTU,Chengdu Shuangliu International Airport,Chengdu,China,321
3U,ICN,Incheon International Airport,Seoul,South Korea,CTU,Chengdu Shuangliu International Airport,Chengdu,China,321
3U,KMG,Kunming Changshui International Airport,Kunming,China,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,320
3U,MEL,Melbourne International Airport,Melbourne,Australia,CTU,Chengdu Shuangliu International Airport,Chengdu,China,330
3U,NNG,Nanning Wuxu Airport,Nanning,China,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,320
3U,PVG,Shanghai Pudong International Airport,Shanghai,China,SPN,Saipan International Airport,Saipan,Northern Mariana Islands,330
3U,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,NNG,Nanning Wuxu Airport,Nanning,China,320
3U,SHE,Taoxian Airport,Shenyang,China,YVR,Vancouver International Airport,Vancouver,Canada,330
3U,SPN,Saipan International Airport,Saipan,Northern Mariana Islands,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,330
3U,SPN,Saipan International Airport,Saipan,Northern Mariana Islands,PVG,Shanghai Pudong International Airport,Shanghai,China,330
3U,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,CKG,Chongqing Jiangbei International Airport,Chongqing,China,330
3U,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,KMG,Kunming Changshui International Airport,Kunming,China,320
3U,TSA,Taipei Songshan Airport,Taipei,Taiwan,CKG,Chongqing Jiangbei International Airport,Chongqing,China,320
3U,TSA,Taipei Songshan Airport,Taipei,Taiwan,CTU,Chengdu Shuangliu International Airport,Chengdu,China,320
3U,YIH,Yichang Sanxia Airport,Yichang,China,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,320
3U,YVR,Vancouver International Airport,Vancouver,Canada,SHE,Taoxian Airport,Shenyang,China,330
3U,ZHA,Zhanjiang Airport,Zhanjiang,China,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,319
4D,CAI,Cairo International Airport,Cairo,Egypt,TLV,Ben Gurion International Airport,Tel-aviv,Israel,E70
4D,TLV,Ben Gurion International Airport,Tel-aviv,Israel,CAI,Cairo International Airport,Cairo,Egypt,E70
4G,NCU,Nukus Airport,Nukus,Uzbekistan,VKO,Vnukovo International Airport,Moscow,Russia,73G
4G,VKO,Vnukovo International Airport,Moscow,Russia,NCU,Nukus Airport,Nukus,Uzbekistan,73G
4H,BKK,Suvarnabhumi Airport,Bangkok,Thailand,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,AT7
4H,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,CGP,Shah Amanat International Airport,Chittagong,Bangladesh,AT7
4H,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,AT7
4H,CGP,Shah Amanat International Airport,Chittagong,Bangladesh,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,AT7
4H,CGP,Shah Amanat International Airport,Chittagong,Bangladesh,MCT,Muscat International Airport,Muscat,Oman,313
4H,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,BKK,Suvarnabhumi Airport,Bangkok,Thailand,AT7
4H,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,AT7
4H,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,DXB,Dubai International Airport,Dubai,United Arab Emirates,313
4H,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,313
4H,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,KTM,Tribhuvan International Airport,Kathmandu,Nepal,AT7
4H,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,AT7
4H,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,MCT,Muscat International Airport,Muscat,Oman,313
4H,DXB,Dubai International Airport,Dubai,United Arab Emirates,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,313
4H,JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,313
4H,KTM,Tribhuvan International Airport,Kathmandu,Nepal,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,AT7
4H,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,AT7
4H,MCT,Muscat International Airport,Muscat,Oman,CGP,Shah Amanat International Airport,Chittagong,Bangladesh,313
4H,MCT,Muscat International Airport,Muscat,Oman,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,313
4M,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,777
4M,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,777
4M,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,JFK,John F Kennedy International Airport,New York,United States,777
4M,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,MIA,Miami International Airport,Miami,United States,777 763
4M,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,763
4M,JFK,John F Kennedy International Airport,New York,United States,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,777
4M,MIA,Miami International Airport,Miami,United States,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,777 763
4M,MIA,Miami International Airport,Miami,United States,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,763
4M,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,763
4M,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,MIA,Miami International Airport,Miami,United States,763
4O,BOG,El Dorado International Airport,Bogota,Colombia,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320
4O,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,SAT,San Antonio International Airport,San Antonio,United States,320
4O,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,SNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,320
4O,GUA,La Aurora Airport,Guatemala City,Guatemala,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320
4O,HAV,José Martí International Airport,Havana,Cuba,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320
4O,JFK,John F Kennedy International Airport,New York,United States,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320
4O,LAS,McCarran International Airport,Las Vegas,United States,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,320
4O,LAS,McCarran International Airport,Las Vegas,United States,TLC,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,320
4O,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,BOG,El Dorado International Airport,Bogota,Colombia,320
4O,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,GUA,La Aurora Airport,Guatemala City,Guatemala,320
4O,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,HAV,José Martí International Airport,Havana,Cuba,320
4O,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,JFK,John F Kennedy International Airport,New York,United States,320
4O,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MIA,Miami International Airport,Miami,United States,320
4O,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,SAT,San Antonio International Airport,San Antonio,United States,320
4O,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,SJO,Juan Santamaria International Airport,San Jose,Costa Rica,320
4O,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,SNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,320
4O,MIA,Miami International Airport,Miami,United States,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320
4O,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,LAS,McCarran International Airport,Las Vegas,United States,320
4O,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,SAT,San Antonio International Airport,San Antonio,United States,320
4O,SAT,San Antonio International Airport,San Antonio,United States,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,320
4O,SAT,San Antonio International Airport,San Antonio,United States,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320
4O,SAT,San Antonio International Airport,San Antonio,United States,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,320
4O,SAT,San Antonio International Airport,San Antonio,United States,TLC,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,320
4O,SJO,Juan Santamaria International Airport,San Jose,Costa Rica,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320
4O,SNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,320
4O,SNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,320
4O,TLC,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,LAS,McCarran International Airport,Las Vegas,United States,320
4O,TLC,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,SAT,San Antonio International Airport,San Antonio,United States,320
4Q,DEL,Indira Gandhi International Airport,Delhi,India,HEA,Herat Airport,Herat,Afghanistan,320
4Q,DEL,Indira Gandhi International Airport,Delhi,India,KBL,Hamid Karzai International Airport,Kabul,Afghanistan,320
4Q,DXB,Dubai International Airport,Dubai,United Arab Emirates,KBL,Hamid Karzai International Airport,Kabul,Afghanistan,319
4Q,HEA,Herat Airport,Herat,Afghanistan,DEL,Indira Gandhi International Airport,Delhi,India,320
4Q,HEA,Herat Airport,Herat,Afghanistan,ISB,Benazir Bhutto International Airport,Islamabad,Pakistan,319
4Q,ISB,Benazir Bhutto International Airport,Islamabad,Pakistan,HEA,Herat Airport,Herat,Afghanistan,319
4Q,ISB,Benazir Bhutto International Airport,Islamabad,Pakistan,KBL,Hamid Karzai International Airport,Kabul,Afghanistan,319
4Q,KBL,Hamid Karzai International Airport,Kabul,Afghanistan,DEL,Indira Gandhi International Airport,Delhi,India,320
4Q,KBL,Hamid Karzai International Airport,Kabul,Afghanistan,DXB,Dubai International Airport,Dubai,United Arab Emirates,319
4Q,KBL,Hamid Karzai International Airport,Kabul,Afghanistan,ISB,Benazir Bhutto International Airport,Islamabad,Pakistan,319
4T,AYT,Antalya International Airport,Antalya,Turkey,ZRH,Zürich Airport,Zurich,Switzerland,320
4T,BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,HRG,Hurghada International Airport,Hurghada,Egypt,320
4T,HRG,Hurghada International Airport,Hurghada,Egypt,BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,320
4T,HRG,Hurghada International Airport,Hurghada,Egypt,ZRH,Zürich Airport,Zurich,Switzerland,320
4T,PRN,Priština International Airport,Pristina,Serbia,ZRH,Zürich Airport,Zurich,Switzerland,320
4T,RMF,Marsa Alam International Airport,Marsa Alam,Egypt,ZRH,Zürich Airport,Zurich,Switzerland,320
4T,SKP,Skopje Alexander the Great Airport,Skopje,Macedonia,ZRH,Zürich Airport,Zurich,Switzerland,320
4T,ZRH,Zürich Airport,Zurich,Switzerland,AYT,Antalya International Airport,Antalya,Turkey,320
4T,ZRH,Zürich Airport,Zurich,Switzerland,HRG,Hurghada International Airport,Hurghada,Egypt,320
4T,ZRH,Zürich Airport,Zurich,Switzerland,PRN,Priština International Airport,Pristina,Serbia,320
4T,ZRH,Zürich Airport,Zurich,Switzerland,RMF,Marsa Alam International Airport,Marsa Alam,Egypt,320
4T,ZRH,Zürich Airport,Zurich,Switzerland,SKP,Skopje Alexander the Great Airport,Skopje,Macedonia,320
4U,AGP,Málaga Airport,Malaga,Spain,STR,Stuttgart Airport,Stuttgart,Germany,320 319
4U,AGP,Málaga Airport,Malaga,Spain,TXL,Berlin-Tegel Airport,Berlin,Germany,319
4U,ALG,Houari Boumediene Airport,Algier,Algeria,CGN,Cologne Bonn Airport,Cologne,Germany,319
4U,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HAM,Hamburg Airport,Hamburg,Germany,CRJ
4U,AOI,Ancona Falconara Airport,Ancona,Italy,DUS,Düsseldorf Airport,Duesseldorf,Germany,CRJ
4U,AOI,Ancona Falconara Airport,Ancona,Italy,TXL,Berlin-Tegel Airport,Berlin,Germany,CRJ
4U,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,CGN,Cologne Bonn Airport,Cologne,Germany,CRJ
4U,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,DUS,Düsseldorf Airport,Duesseldorf,Germany,CRJ
4U,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,HAM,Hamburg Airport,Hamburg,Germany,CRJ
4U,ATH,Eleftherios Venizelos International Airport,Athens,Greece,CGN,Cologne Bonn Airport,Cologne,Germany,319
4U,ATH,Eleftherios Venizelos International Airport,Athens,Greece,STR,Stuttgart Airport,Stuttgart,Germany,319
4U,AYT,Antalya International Airport,Antalya,Turkey,CGN,Cologne Bonn Airport,Cologne,Germany,320
4U,BCN,Barcelona International Airport,Barcelona,Spain,CGN,Cologne Bonn Airport,Cologne,Germany,320 319
4U,BCN,Barcelona International Airport,Barcelona,Spain,DUS,Düsseldorf Airport,Duesseldorf,Germany,320 319
4U,BCN,Barcelona International Airport,Barcelona,Spain,HAJ,Hannover Airport,Hannover,Germany,319
4U,BCN,Barcelona International Airport,Barcelona,Spain,HAM,Hamburg Airport,Hamburg,Germany,319
4U,BCN,Barcelona International Airport,Barcelona,Spain,STR,Stuttgart Airport,Stuttgart,Germany,319 320
4U,BDS,Brindisi – Salento Airport,Brindisi,Italy,STR,Stuttgart Airport,Stuttgart,Germany,319
4U,BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,STR,Stuttgart Airport,Stuttgart,Germany,319
4U,BGO,Bergen Airport Flesland,Bergen,Norway,HAM,Hamburg Airport,Hamburg,Germany,CRJ
4U,BHX,Birmingham International Airport,Birmingham,United Kingdom,HAM,Hamburg Airport,Hamburg,Germany,CRJ
4U,BHX,Birmingham International Airport,Birmingham,United Kingdom,TXL,Berlin-Tegel Airport,Berlin,Germany,319
4U,BIA,Bastia-Poretta Airport,Bastia,France,CGN,Cologne Bonn Airport,Cologne,Germany,319
4U,BIA,Bastia-Poretta Airport,Bastia,France,DUS,Düsseldorf Airport,Duesseldorf,Germany,320
4U,BIA,Bastia-Poretta Airport,Bastia,France,HAM,Hamburg Airport,Hamburg,Germany,CRJ
4U,BIA,Bastia-Poretta Airport,Bastia,France,STR,Stuttgart Airport,Stuttgart,Germany,319
4U,BIA,Bastia-Poretta Airport,Bastia,France,TXL,Berlin-Tegel Airport,Berlin,Germany,320
4U,BIO,Bilbao Airport,Bilbao,Spain,DUS,Düsseldorf Airport,Duesseldorf,Germany,CRJ
4U,BIO,Bilbao Airport,Bilbao,Spain,STR,Stuttgart Airport,Stuttgart,Germany,CRJ 319
4U,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,CGN,Cologne Bonn Airport,Cologne,Germany,319
4U,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,TXL,Berlin-Tegel Airport,Berlin,Germany,319
4U,BRI,Bari Karol Wojtyła Airport,Bari,Italy,CGN,Cologne Bonn Airport,Cologne,Germany,319
4U,BRI,Bari Karol Wojtyła Airport,Bari,Italy,DUS,Düsseldorf Airport,Duesseldorf,Germany,CRJ
4U,BRI,Bari Karol Wojtyła Airport,Bari,Italy,STR,Stuttgart Airport,Stuttgart,Germany,319
4U,BRU,Brussels Airport,Brussels,Belgium,STR,Stuttgart Airport,Stuttgart,Germany,319 CRJ
