airline,source_airport,departure_airport_name,departure_city,departure_country,dest_airport,arrival_airport_name,arrival_city,arrival_country,equipment,flight
GO_FIRST,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,321,G8-7555
Indigo,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,DME,Domodedovo International Airport,Moscow,Russia,332 330,6E-2331
Indigo,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,FOC,Fuzhou Changle International Airport,Fuzhou,China,321,6E-552
Indigo,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,FRA,Frankfurt am Main Airport,Frankfurt,Germany,777,6E-2005
GO_FIRST,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,FUK,Fukuoka Airport,Fukuoka,Japan,321,G8-422
Indigo,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,321 330,6E-6205
Air_India,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,ICN,Incheon International Airport,Seoul,South Korea,321 330 332,AI-544
Air_India,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,KHH,Kaohsiung International Airport,Kaohsiung,Taiwan,321,AI-542
Air_India,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,KIX,Kansai International Airport,Osaka,Japan,332 321,AI-560
Vistara,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,321,UK-879
SpiceJet,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,MEL,Melbourne International Airport,Melbourne,Australia,330,SG-958
AirAsia,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,MNL,Ninoy Aquino International Airport,Manila,Philippines,320,I5-783
Indigo,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,NGO,Chubu Centrair International Airport,Nagoya,Japan,321,6E-2247
Indigo,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,NRT,Narita International Airport,Tokyo,Japan,330 777 321,6E-967
Indigo,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,PNH,Phnom Penh International Airport,Phnom-penh,Cambodia,321,6E-2147
Indigo,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,PUS,Gimhae International Airport,Busan,South Korea,321,6E-2348
Air_India,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,PVG,Shanghai Pudong International Airport,Shanghai,China,321,AI-839
SpiceJet,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,REP,Siem Reap International Airport,Siem-reap,Cambodia,321,SG-8941
SpiceJet,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,RGN,Yangon International Airport,Yangon,Burma,321,SG-8946
AirAsia,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SIN,Singapore Changi Airport,Singapore,Singapore,321,I5-713
GO_FIRST,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,330,G8-211
GO_FIRST,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,321,G8-2509
Indigo,SIN,Singapore Changi Airport,Singapore,Singapore,HAN,Noi Bai International Airport,Hanoi,Vietnam,321,6E-369
Indigo,SIN,Singapore Changi Airport,Singapore,Singapore,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,321,6E-2338
Air_India,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,330,AI-540
Air_India,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,HAN,Noi Bai International Airport,Hanoi,Vietnam,321,AI-537
Air_India,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,321,AI-429
Air_India,VII,Vinh Airport,Vinh,Vietnam,VTE,Wattay International Airport,Vientiane,Laos,AT7,AI-636
Air_India,VTE,Wattay International Airport,Vientiane,Laos,HAN,Noi Bai International Airport,Hanoi,Vietnam,321,AI-865
Air_India,VTE,Wattay International Airport,Vientiane,Laos,PNH,Phnom Penh International Airport,Phnom-penh,Cambodia,321,AI-805
Air_India,VTE,Wattay International Airport,Vientiane,Laos,VII,Vinh Airport,Vinh,Vietnam,AT7,AI-624
Air_India,WNZ,Wenzhou Longwan International Airport,Wenzhou,China,DAD,Da Nang International Airport,Danang,Vietnam,321,AI-678
Air_India,XMN,Xiamen Gaoqi International Airport,Xiamen,China,DAD,Da Nang International Airport,Danang,Vietnam,321,AI-868
Air_India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,VXE,São Pedro Airport,Sao Vicente Island,Cape Verde,738,AI-441
Air_India,BOS,General Edward Lawrence Logan International Airport,Boston,United States,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,752,AI-665
Air_India,BVC,Rabil Airport,Boa Vista,Cape Verde,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,738,AI-887
Air_India,CDG,Charles de Gaulle International Airport,Paris,France,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,752,AI-636
Air_India,CDG,Charles de Gaulle International Airport,Paris,France,VXE,São Pedro Airport,Sao Vicente Island,Cape Verde,752,AI-865
Air_India,DKR,Léopold Sédar Senghor International Airport,Dakar,Senegal,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,AT7,AI-678
Air_India,FOR,Pinto Martins International Airport,Fortaleza,Brazil,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,752,AI-665
Air_India,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,BVC,Rabil Airport,Boa Vista,Cape Verde,738,AI-887
Air_India,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,738,AI-805
Air_India,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,SID,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,752,AI-624
Air_India,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,VXE,São Pedro Airport,Sao Vicente Island,Cape Verde,738,AI-764
Indigo,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,BOS,General Edward Lawrence Logan International Airport,Boston,United States,752,6E-2107
Indigo,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,CDG,Charles de Gaulle International Airport,Paris,France,752,6E-2843
Indigo,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,DKR,Léopold Sédar Senghor International Airport,Dakar,Senegal,AT7,6E-2618
Indigo,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,FOR,Pinto Martins International Airport,Fortaleza,Brazil,752,6E-397
Air_India,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,738,AI-401
Air_India,SID,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,738,AI-762
Air_India,SID,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,CDG,Charles de Gaulle International Airport,Paris,France,752,AI-767
Indigo,SID,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,752,6E-358
Indigo,VXE,São Pedro Airport,Sao Vicente Island,Cape Verde,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,738,6E-6187
Indigo,ANU,V.C. Bird International Airport,Antigua,Antigua and Barbuda,LGW,London Gatwick Airport,London,United Kingdom,333,6E-2076
Vistara,ANU,V.C. Bird International Airport,Antigua,Antigua and Barbuda,UVF,Hewanorra International Airport,Hewandorra,Saint Lucia,333,UK-975
Vistara,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,CUN,Cancún International Airport,Cancun,Mexico,M88,UK-981
Vistara,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,320,UK-953
Vistara,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,LHR,London Heathrow Airport,London,United Kingdom,764 77L 76W,UK-981
Vistara,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,MAN,Manchester Airport,Manchester,United Kingdom,76W,UK-975
Vistara,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,73W 73H,UK-953
Air_India,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,CR9,AI-459
Air_India,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,757,AI-467
Air_India,BGI,Sir Grantley Adams International Airport,Bridgetown,Barbados,LGW,London Gatwick Airport,London,United Kingdom,333 744,AI-473
GO_FIRST,BGI,Sir Grantley Adams International Airport,Bridgetown,Barbados,MAN,Manchester Airport,Manchester,United Kingdom,744,G8-103
GO_FIRST,BOM,Chhatrapati Shivaji International Airport,Mumbai,India,LHR,London Heathrow Airport,London,United Kingdom,333,G8-101
Vistara,BOS,General Edward Lawrence Logan International Airport,Boston,United States,LHR,London Heathrow Airport,London,United Kingdom,764 333,UK-817
Vistara,CUN,Cancún International Airport,Cancun,Mexico,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,757 320 M88,UK-819
Vistara,CUN,Cancún International Airport,Cancun,Mexico,LGW,London Gatwick Airport,London,United Kingdom,744,UK-801
Vistara,DEL,Indira Gandhi International Airport,Delhi,India,LHR,London Heathrow Airport,London,United Kingdom,333 346,UK-807
Vistara,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,LHR,London Heathrow Airport,London,United Kingdom,76W 77L,UK-815
Vistara,DXB,Dubai International Airport,Dubai,United Arab Emirates,LHR,London Heathrow Airport,London,United Kingdom,333,UK-809
Vistara,EWR,Newark Liberty International Airport,Newark,United States,LHR,London Heathrow Airport,London,United Kingdom,346 333,UK-811
Vistara,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,320,UK-813
Vistara,GLA,Glasgow International Airport,Glasgow,United Kingdom,MCO,Orlando International Airport,Orlando,United States,744,UK-817
Vistara,GND,Point Salines International Airport,Point Salines,Grenada,UVF,Hewanorra International Airport,Hewandorra,Saint Lucia,333,UK-819
Vistara,HAV,José Martí International Airport,Havana,Cuba,LGW,London Gatwick Airport,London,United Kingdom,744,UK-801
Vistara,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,LHR,London Heathrow Airport,London,United Kingdom,346,UK-807
Vistara,HND,Tokyo Haneda International Airport,Tokyo,Japan,LHR,London Heathrow Airport,London,United Kingdom,77W,UK-809
Vistara,IAD,Washington Dulles International Airport,Washington,United States,LHR,London Heathrow Airport,London,United Kingdom,333,UK-813
Vistara,JFK,John F Kennedy International Airport,New York,United States,LHR,London Heathrow Airport,London,United Kingdom,333 346 744,UK-933
Vistara,JNB,OR Tambo International Airport,Johannesburg,South Africa,LHR,London Heathrow Airport,London,United Kingdom,346,UK-951
Vistara,LAS,McCarran International Airport,Las Vegas,United States,LGW,London Gatwick Airport,London,United Kingdom,744,UK-993
Vistara,LAS,McCarran International Airport,Las Vegas,United States,MAN,Manchester Airport,Manchester,United Kingdom,744,UK-945
Vistara,LAX,Los Angeles International Airport,Los Angeles,United States,LHR,London Heathrow Airport,London,United Kingdom,346 343 744,UK-995
Vistara,LGW,London Gatwick Airport,London,United Kingdom,ANU,V.C. Bird International Airport,Antigua,Antigua and Barbuda,333,UK-927
Vistara,LGW,London Gatwick Airport,London,United Kingdom,BGI,Sir Grantley Adams International Airport,Bridgetown,Barbados,333 744,UK-985
Vistara,LGW,London Gatwick Airport,London,United Kingdom,CUN,Cancún International Airport,Cancun,Mexico,744,UK-933
Vistara,LGW,London Gatwick Airport,London,United Kingdom,HAV,José Martí International Airport,Havana,Cuba,744,UK-985
Vistara,LGW,London Gatwick Airport,London,United Kingdom,LAS,McCarran International Airport,Las Vegas,United States,744,UK-951
Vistara,LGW,London Gatwick Airport,London,United Kingdom,MBJ,Sangster International Airport,Montego Bay,Jamaica,744,UK-993
Vistara,LGW,London Gatwick Airport,London,United Kingdom,MCO,Orlando International Airport,Orlando,United States,744,UK-945
Vistara,LGW,London Gatwick Airport,London,United Kingdom,PEK,Beijing Capital International Airport,Beijing,China,330,UK-995
Vistara,LGW,London Gatwick Airport,London,United Kingdom,UVF,Hewanorra International Airport,Hewandorra,Saint Lucia,333,UK-927
Air_India,LHR,London Heathrow Airport,London,United Kingdom,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,764 77L 76W,AI-502
Air_India,LHR,London Heathrow Airport,London,United Kingdom,BOM,Chhatrapati Shivaji International Airport,Mumbai,India,333,AI-803
Air_India,LHR,London Heathrow Airport,London,United Kingdom,BOS,General Edward Lawrence Logan International Airport,Boston,United States,333 764,AI-502
Air_India,LHR,London Heathrow Airport,London,United Kingdom,DEL,Indira Gandhi International Airport,Delhi,India,333,AI-803
Air_India,LHR,London Heathrow Airport,London,United Kingdom,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,76W 77L,AI-502
GO_FIRST,LHR,London Heathrow Airport,London,United Kingdom,DXB,Dubai International Airport,Dubai,United Arab Emirates,333,G8-119
GO_FIRST,LHR,London Heathrow Airport,London,United Kingdom,EWR,Newark Liberty International Airport,Newark,United States,333 346,G8-119
Vistara,LHR,London Heathrow Airport,London,United Kingdom,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,346,UK-943
Vistara,LHR,London Heathrow Airport,London,United Kingdom,HND,Tokyo Haneda International Airport,Tokyo,Japan,77W,UK-963
Vistara,LHR,London Heathrow Airport,London,United Kingdom,IAD,Washington Dulles International Airport,Washington,United States,333,UK-977
Vistara,LHR,London Heathrow Airport,London,United Kingdom,JFK,John F Kennedy International Airport,New York,United States,346 744 333,UK-943
Vistara,LHR,London Heathrow Airport,London,United Kingdom,JNB,OR Tambo International Airport,Johannesburg,South Africa,346,UK-955
Vistara,LHR,London Heathrow Airport,London,United Kingdom,LAX,Los Angeles International Airport,Los Angeles,United States,346 343 744,UK-941
Vistara,LHR,London Heathrow Airport,London,United Kingdom,LOS,Murtala Muhammed International Airport,Lagos,Nigeria,346,UK-977
Vistara,LHR,London Heathrow Airport,London,United Kingdom,MIA,Miami International Airport,Miami,United States,744 333,UK-955
Vistara,LHR,London Heathrow Airport,London,United Kingdom,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,764,UK-941
Vistara,LHR,London Heathrow Airport,London,United Kingdom,NRT,Narita International Airport,Tokyo,Japan,346 343,UK-963
Air_India,LHR,London Heathrow Airport,London,United Kingdom,ORD,Chicago O'Hare International Airport,Chicago,United States,343,AI-504
Air_India,LHR,London Heathrow Airport,London,United Kingdom,PEK,Beijing Capital International Airport,Beijing,China,773,AI-807
Air_India,LHR,London Heathrow Airport,London,United Kingdom,PVG,Shanghai Pudong International Airport,Shanghai,China,346,AI-506
Air_India,LHR,London Heathrow Airport,London,United Kingdom,SEA,Seattle Tacoma International Airport,Seattle,United States,76W,AI-506
Air_India,LHR,London Heathrow Airport,London,United Kingdom,SFO,San Francisco International Airport,San Francisco,United States,744,AI-504
Air_India,LHR,London Heathrow Airport,London,United Kingdom,SIN,Singapore Changi Airport,Singapore,Singapore,388 77W,AI-504
Air_India,LHR,London Heathrow Airport,London,United Kingdom,VKO,Vnukovo International Airport,Moscow,Russia,73H 73G 738,AI-807
GO_FIRST,LOS,Murtala Muhammed International Airport,Lagos,Nigeria,LHR,London Heathrow Airport,London,United Kingdom,346,G8-7541
GO_FIRST,MAN,Manchester Airport,Manchester,United Kingdom,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,76W,G8-165
Indigo,MAN,Manchester Airport,Manchester,United Kingdom,BGI,Sir Grantley Adams International Airport,Bridgetown,Barbados,744,6E-2479
Air_India,MAN,Manchester Airport,Manchester,United Kingdom,LAS,McCarran International Airport,Las Vegas,United States,744,AI-877
Air_India,MAN,Manchester Airport,Manchester,United Kingdom,MCO,Orlando International Airport,Orlando,United States,744,AI-469
Air_India,MAN,Manchester Airport,Manchester,United Kingdom,MUC,Munich Airport,Munich,Germany,77W,AI-483
Vistara,MBJ,Sangster International Airport,Montego Bay,Jamaica,LGW,London Gatwick Airport,London,United Kingdom,744,UK-637
Indigo,MCO,Orlando International Airport,Orlando,United States,GLA,Glasgow International Airport,Glasgow,United Kingdom,744,6E-2083
Indigo,MCO,Orlando International Airport,Orlando,United States,LGW,London Gatwick Airport,London,United Kingdom,744,6E-2083
Indigo,MCO,Orlando International Airport,Orlando,United States,MAN,Manchester Airport,Manchester,United Kingdom,744,6E-788
Indigo,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,73H 73W 738,6E-2102
AirAsia,MIA,Miami International Airport,Miami,United States,LHR,London Heathrow Airport,London,United Kingdom,744 333,I5-775
AirAsia,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,LHR,London Heathrow Airport,London,United Kingdom,764,I5-775
Air_India,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,CR9,AI-883
GO_FIRST,MUC,Munich Airport,Munich,Germany,MAN,Manchester Airport,Manchester,United Kingdom,77W,G8-286
Indigo,MUC,Munich Airport,Munich,Germany,SIN,Singapore Changi Airport,Singapore,Singapore,77W,6E-2249
Air_India,NRT,Narita International Airport,Tokyo,Japan,LHR,London Heathrow Airport,London,United Kingdom,346,AI-885
Vistara,ORD,Chicago O'Hare International Airport,Chicago,United States,LHR,London Heathrow Airport,London,United Kingdom,343,UK-829
Vistara,PEK,Beijing Capital International Airport,Beijing,China,LGW,London Gatwick Airport,London,United Kingdom,330,UK-871
Vistara,PEK,Beijing Capital International Airport,Beijing,China,LHR,London Heathrow Airport,London,United Kingdom,773,UK-879
AirAsia,PVG,Shanghai Pudong International Airport,Shanghai,China,LHR,London Heathrow Airport,London,United Kingdom,346,I5-740
AirAsia,SEA,Seattle Tacoma International Airport,Seattle,United States,LHR,London Heathrow Airport,London,United Kingdom,76W,I5-1529
AirAsia,SFO,San Francisco International Airport,San Francisco,United States,LHR,London Heathrow Airport,London,United Kingdom,744,I5-798
AirAsia,SIN,Singapore Changi Airport,Singapore,Singapore,LHR,London Heathrow Airport,London,United Kingdom,77W 388,I5-740
AirAsia,SIN,Singapore Changi Airport,Singapore,Singapore,MUC,Munich Airport,Munich,Germany,77W,I5-1529
AirAsia,SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,73H 757 753,I5-798
AirAsia,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,346,I5-740
AirAsia,UVF,Hewanorra International Airport,Hewandorra,Saint Lucia,ANU,V.C. Bird International Airport,Antigua,Antigua and Barbuda,333,I5-829
AirAsia,UVF,Hewanorra International Airport,Hewandorra,Saint Lucia,GND,Point Salines International Airport,Point Salines,Grenada,333,I5-787
AirAsia,UVF,Hewanorra International Airport,Hewandorra,Saint Lucia,LGW,London Gatwick Airport,London,United Kingdom,333,I5-721
GO_FIRST,VKO,Vnukovo International Airport,Moscow,Russia,LHR,London Heathrow Airport,London,United Kingdom,73H 73G 738,G8-423
GO_FIRST,PPT,Faa'a International Airport,Papeete,French Polynesia,RAR,Rarotonga International Airport,Avarua,Cook Islands,ATR,G8-7555
Indigo,RAR,Rarotonga International Airport,Avarua,Cook Islands,PPT,Faa'a International Airport,Papeete,French Polynesia,ATR,6E-2478
Indigo,AUS,Austin Bergstrom International Airport,Austin,United States,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,CRJ,6E-552
Indigo,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,AUS,Austin Bergstrom International Airport,Austin,United States,CRJ,6E-2005
GO_FIRST,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MFE,Mc Allen Miller International Airport,Mcallen,United States,CRJ,G8-422
Indigo,MFE,Mc Allen Miller International Airport,Mcallen,United States,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,CRJ,6E-6205
SpiceJet,MFE,Mc Allen Miller International Airport,Mcallen,United States,SLP,Ponciano Arriaga International Airport,San Luis Potosi,Mexico,ATR,SG-958
Air_India,SLP,Ponciano Arriaga International Airport,San Luis Potosi,Mexico,MFE,Mc Allen Miller International Airport,Mcallen,United States,ATR,AI-544
Air_India,CUN,Cancún International Airport,Cancun,Mexico,LAX,Los Angeles International Airport,Los Angeles,United States,320,AI-542
Air_India,CUN,Cancún International Airport,Cancun,Mexico,SFO,San Francisco International Airport,San Francisco,United States,320,AI-839
Air_India,LAX,Los Angeles International Airport,Los Angeles,United States,CUN,Cancún International Airport,Cancun,Mexico,320,AI-560
Indigo,PVR,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,SFO,San Francisco International Airport,San Francisco,United States,320,6E-2338
Indigo,SFO,San Francisco International Airport,San Francisco,United States,CUN,Cancún International Airport,Cancun,Mexico,320,6E-2618
Indigo,SFO,San Francisco International Airport,San Francisco,United States,PVR,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,320,6E-2076
Indigo,SFO,San Francisco International Airport,San Francisco,United States,SJD,Los Cabos International Airport,San Jose Del Cabo,Mexico,320,6E-369
Indigo,SJD,Los Cabos International Airport,San Jose Del Cabo,Mexico,SFO,San Francisco International Airport,San Francisco,United States,320,6E-2076
Indigo,AAL,Aalborg Airport,Aalborg,Denmark,BCN,Barcelona International Airport,Barcelona,Spain,320,6E-2107
Vistara,AGP,Málaga Airport,Malaga,Spain,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,320,UK-859
Vistara,AGP,Málaga Airport,Malaga,Spain,BRU,Brussels Airport,Brussels,Belgium,320,UK-899
AirAsia,AGP,Málaga Airport,Malaga,Spain,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,320,I5-550
Indigo,AGP,Málaga Airport,Malaga,Spain,CWL,Cardiff International Airport,Cardiff,United Kingdom,320,6E-2331
Indigo,AGP,Málaga Airport,Malaga,Spain,DME,Domodedovo International Airport,Moscow,Russia,320,6E-967
Indigo,AGP,Málaga Airport,Malaga,Spain,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,320,6E-2147
Indigo,AGP,Málaga Airport,Malaga,Spain,HAJ,Hannover Airport,Hannover,Germany,320,6E-2348
AirAsia,AGP,Málaga Airport,Malaga,Spain,HAM,Hamburg Airport,Hamburg,Germany,320,I5-783
Indigo,AGP,Málaga Airport,Malaga,Spain,LYS,Lyon Saint-Exupéry Airport,Lyon,France,320,6E-788
Indigo,AGP,Málaga Airport,Malaga,Spain,MUC,Munich Airport,Munich,Germany,320,6E-2083
Indigo,AGP,Málaga Airport,Malaga,Spain,NTE,Nantes Atlantique Airport,Nantes,France,320,6E-2843
Indigo,AGP,Málaga Airport,Malaga,Spain,ORY,Paris-Orly Airport,Paris,France,320,6E-358
Indigo,AGP,Málaga Airport,Malaga,Spain,TLS,Toulouse-Blagnac Airport,Toulouse,France,320,6E-2479
Indigo,ALC,Alicante International Airport,Alicante,Spain,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,320,6E-2083
Indigo,ALC,Alicante International Airport,Alicante,Spain,BRU,Brussels Airport,Brussels,Belgium,320,6E-358
Indigo,ALC,Alicante International Airport,Alicante,Spain,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,320,6E-6187
Indigo,ALC,Alicante International Airport,Alicante,Spain,CWL,Cardiff International Airport,Cardiff,United Kingdom,320,6E-2102
Air_India,ALC,Alicante International Airport,Alicante,Spain,DME,Domodedovo International Airport,Moscow,Russia,320,AI-540
Air_India,ALC,Alicante International Airport,Alicante,Spain,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,320,AI-439
Air_India,ALC,Alicante International Airport,Alicante,Spain,ORN,Es Senia Airport,Oran,Algeria,320,AI-537
AirAsia,ALC,Alicante International Airport,Alicante,Spain,ORY,Paris-Orly Airport,Paris,France,320,I5-713
GO_FIRST,ALG,Houari Boumediene Airport,Algier,Algeria,BCN,Barcelona International Airport,Barcelona,Spain,320,G8-211
GO_FIRST,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AGP,Málaga Airport,Malaga,Spain,320,G8-2509
AirAsia,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,ALC,Alicante International Airport,Alicante,Spain,320,I5-747
Air_India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-636
Air_India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BIO,Bilbao Airport,Bilbao,Spain,320,AI-865
Air_India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,IBZ,Ibiza Airport,Ibiza,Spain,320,AI-678
Air_India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,320,AI-665
Air_India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SVQ,Sevilla Airport,Sevilla,Spain,320,AI-887
Air_India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,VLC,Valencia Airport,Valencia,Spain,320,AI-805
Air_India,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-624
Air_India,ATH,Eleftherios Venizelos International Airport,Athens,Greece,BCN,Barcelona International Airport,Barcelona,Spain,320,AI-441
Indigo,BCN,Barcelona International Airport,Barcelona,Spain,AAL,Aalborg Airport,Aalborg,Denmark,320,6E-2247
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,ALG,Houari Boumediene Airport,Algier,Algeria,320,AI-429
Indigo,BCN,Barcelona International Airport,Barcelona,Spain,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,320,6E-397
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,320,UK-637
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,ATH,Eleftherios Venizelos International Airport,Athens,Greece,320,AI-489
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,BES,Brest Bretagne Airport,Brest,France,320,UK-975
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,BGO,Bergen Airport Flesland,Bergen,Norway,320,UK-981
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,BJL,Banjul International Airport,Banjul,Gambia,320,UK-953
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,320,UK-981
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,BOD,Bordeaux-Mérignac Airport,Bordeaux,France,320,UK-975
Vistara,BCN,Barcelona International Airport,Barcelona,Spain,BRI,Bari Karol Wojtyła Airport,Bari,Italy,320,UK-953
